"","data_set","unit","prediction_horizon","lag_structure","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","unit_wise_pit_l","unit_wise_pit_u","multiv_log_score"
"26","noroBE",2,4,"ar1",205,4.96360523964523,10.5291344145699,3,7,0,13,3,1.97602019017744,0.237210569926677,0.375830391427878,2.46124986368465
"27","noroBE",3,4,"ar1",205,7.98239067619432,25.0392665198507,4,11,1,20,4,2.42033280601276,0.171608148526722,0.26050017726108,2.46124986368465
"28","noroBE",4,4,"ar1",205,5.53036253317519,12.9730689389815,3,7,0,14,2,2.25747936404551,0.0946669953614643,0.199280841479591,2.46124986368465
"29","noroBE",5,4,"ar1",205,7.21949781149597,19.5413936232381,4,10,1,18,5,2.26346350975623,0.299771307967705,0.40376099896747,2.46124986368465
"30","noroBE",6,4,"ar1",205,7.06271517259114,20.3480299155968,4,9,1,18,4,2.27333981912218,0.218740031240404,0.321707742880251,2.46124986368465
"31","noroBE",7,4,"ar1",205,14.6323889231801,78.0909058875926,8,19,3,37,7,2.98542971122142,0.154504853968565,0.205022644791334,2.46124986368465
"32","noroBE",8,4,"ar1",205,10.37342859182,44.3011737515564,6,14,2,27,5,2.64908780319495,0.168346210145269,0.239061900420008,2.46124986368465
"33","noroBE",9,4,"ar1",205,7.42212927362848,23.4066337432443,4,10,1,19,3,2.44478104964587,0.120599528313829,0.207344654012454,2.46124986368465
"34","noroBE",10,4,"ar1",205,16.8161718460864,116.90297145543,9,22,3,44,16,3.21112225103724,0.543100217996069,0.583411566421008,2.46124986368465
"35","noroBE",11,4,"ar1",205,10.5904582648785,40.2235129460614,6,14,2,26,7,2.58653338704586,0.283977060825875,0.359257617648436,2.46124986368465
"36","noroBE",12,4,"ar1",205,9.0742597328547,32.7891188938443,5,12,1,23,7,2.4881809155087,0.379137170828407,0.462198094898542,2.46124986368465
"37","noroBE",1,2,"ar1",206,6.84445575878664,16.2896120986591,4,9,1,17,8,2.49973190413961,0.625059291308476,0.707166299530915,2.69539820227698
"38","noroBE",2,2,"ar1",206,5.73573632997363,12.4773777361706,3,8,1,14,1,2.83845741022593,0.021446195769402,0.0799620581188875,2.69539820227698
